account_id,archetype,country,city,kyc_level,account_age_days,is_laundering,laundering_role,laundering_patterns,n_laundering_episodes,in_benign_lookalike,n_in,amt_in_total,amt_in_mean,amt_in_median,amt_in_max,amt_in_std,n_out,amt_out_total,amt_out_mean,amt_out_median,amt_out_max,amt_out_std,n_txns,amt_total,inflow_outflow_ratio,net_flow,retention_ratio,in_out_txn_ratio,amt_cv_out,unique_senders,unique_receivers,counterparty_hhi,one_shot_counterparty_ratio,counterparty_per_txn,degree_ratio,max_txns_1h,max_amount_1h,max_txns_24h,max_amount_24h,mean_inter_txn_seconds,burstiness,min_inter_txn_seconds,night_ratio,weekend_ratio,round_amount_ratio,near_threshold_ratio,above_threshold_ratio,active_span_days,txns_per_active_day,median_holding_seconds,min_holding_seconds,outflow_within_1h_ratio,outflow_within_24h_ratio,passthrough_ratio,volume_growth_ratio,count_growth_ratio,counterparty_growth_ratio,dormancy_wakeup_score,g_in_degree,g_out_degree,g_degree,g_degree_ratio,g_relay_score,g_pagerank,g_core_number,g_scc_size,g_in_cycle,g_reciprocal_edges,g_reciprocity,g_clustering,g_is_hub,g_two_hop_out,g_two_hop_in,g_fan_out_ratio
ACC000016,merchant,IN,Pune,full,1135,0,0.0,0.0,0,0,186.0,58539047.06,314726.0594623656,8185.245,14323958.22,1201108.9547618967,235.0,1220682.15,5194.392127659574,4060.0,32600.0,4191.325846586373,421.0,59759729.21,47.955972080060256,57318364.910000004,0.9791475401385268,0.788135593220339,0.8067390763966235,72.0,65.0,0.3531320129005879,0.7109375,0.3246445497630332,1.0909090909090908,9,14328977.25,26,15605062.310000002,6061.271428571428,0.2549628994296861,8.0,0.0332541567695962,0.32066508313539194,0.07363420427553444,0.014251781472684086,0.0997624703087886,29.464513888888888,13.81935722117491,6375.0,27.0,0.3076923076923077,1.0,0.3877104003286338,0.26297604666918684,0.8634361233480177,0.9302325581395349,0.22346496984191863,72,65,137,1.0909090909090908,0.125,0.0024816296786748433,35,1451,1,9,0.13636363636363635,0.1265994094488189,0.0,673.0,999.0,10.196969696969697
ACC000017,small_business,IN,Ahmedabad,min,3354,0,0.0,0.0,0,0,35.0,3167587.9699999997,90502.51342857142,2738.34,2313000.0,397150.2570295823,33.0,298115.76,9033.81090909091,4132.1,58243.82,10949.312698279104,68.0,3465703.7299999995,10.625326700853718,2869472.21,0.905885276523109,1.0294117647058822,1.211902806649977,27.0,15.0,0.4717123839795641,0.7380952380952381,0.6086956521739131,1.6875,3,2313000.0,7,2406000.0,36929.58208955224,-0.020257540275148606,130.0,0.029411764705882353,0.2647058823529412,0.08823529411764706,0.0,0.029411764705882353,28.637523148148148,2.2943887604942748,62066.0,304.0,0.09375,0.75,2.0718134049654204,3.3681141754113884,1.0588235294117647,1.04,0.7400163204030783,27,15,42,1.6875,0.07692307692307693,0.0003925627016352749,25,1451,1,0,0.0,0.10685249709639953,0.0,257.0,531.0,16.0625
ACC000018,student,IN,Bengaluru,full,3528,0,0.0,0.0,0,1,3.0,72108.92,24036.306666666667,30596.54,31500.0,12153.47478530043,9.0,9876.560000000001,1097.3955555555558,508.24,4620.0,1444.4441221029556,12.0,81985.48,7.300276586525416,62232.36,0.8630207882632515,0.3,1.3150491321611115,1.0,8.0,0.7776821411897286,0.7777777777777778,0.6923076923076923,0.1111111111111111,1,31500.0,2,31500.0,216463.45454545456,-0.08037456466044425,13981.0,0.16666666666666666,0.4166666666666667,0.0,0.0,0.0,27.55900462962963,0.4201827113942949,512707.5,102908.0,0.0,0.0,0.01739119393035142,0.12803222151992258,1.3333333333333333,1.75,1.3779832228413305,1,8,9,0.1111111111111111,0.125,0.00011507284950527072,9,1451,1,0,0.0,0.21428571428571427,0.0,215.0,16.0,23.88888888888889
ACC000019,student,IN,Mumbai,min,2628,0,0.0,0.0,0,1,28.0,18573784.34,663349.4407142857,320491.04500000004,5094338.17,1113701.8469113216,3.0,4007.75,1335.9166666666667,1097.75,2680.0,1242.2429395385323,31.0,18577792.09,4633.310717804802,18569776.59,0.9997841716200215,7.0,0.9291850199128833,7.0,3.0,0.4808231061623061,0.6666666666666666,0.3125,1.75,2,5094338.169999987,5,7756099.159999996,82977.5,0.09490845536019347,1582.0,0.12903225806451613,0.4838709677419355,0.22580645161290322,0.03225806451612903,0.5483870967741935,28.811631944444443,1.039862562967708,139454.0,41928.0,0.0,0.3333333333333333,0.0014353694488631115,0.6124587314743597,0.375,0.5555555555555556,1.2061090469145854,7,3,10,1.75,0.2,0.00029726090887992703,9,1451,1,1,0.25,0.16666666666666666,0.0,153.0,205.0,38.25
ACC000020,small_business,IN,Chennai,full,3367,0,0.0,0.0,0,0,29.0,916494.0800000001,31603.244137931037,3281.63,586355.65,113737.86231073893,68.0,1544023.74,22706.231470588235,11011.54,227000.0,33891.750460643285,97.0,2460517.8200000003,0.5935747376690351,-627529.6599999999,-0.6847059779087956,0.42028985507246375,1.4925531764866145,15.0,39.0,0.09320075968698521,0.660377358490566,0.5510204081632653,0.375,3,586355.650000006,8,861082.0600000024,26172.65625,0.047864589705239574,160.0,0.09278350515463918,0.23711340206185566,0.10309278350515463,0.010309278350515464,0.030927835051546393,29.080729166666668,3.224655873950307,55657.0,174.0,0.14925373134328357,0.7164179104477612,3.6457681558419885,0.5695147839319569,0.98,0.9166666666666666,0.5814101677155699,15,39,54,0.375,0.04,0.0005956767263796152,32,1451,1,1,0.025,0.19738751814223512,0.0,714.0,561.0,17.85
ACC000021,small_business,IN,Kochi,min,1107,0,0.0,0.0,0,0,26.0,528292.0700000001,20318.925769230773,2642.705,405387.52,79059.6943969513,26.0,1146374.04,44091.309230769235,26603.239999999998,221000.0,47230.7469354223,52.0,1674666.11,0.46083703113424385,-618081.97,-1.1699603971712138,0.9629629629629629,1.071178801006479,9.0,17.0,0.1383103886650953,0.68,0.49056603773584906,0.5,3,405387.5200000107,7,405387.5200000107,49639.333333333336,0.07829275578309489,322.0,0.038461538461538464,0.21153846153846154,0.057692307692307696,0.0,0.038461538461538464,29.30099537037037,1.7161152419054808,65238.0,322.0,0.13043478260869565,0.6956521739130435,5.0,0.9585242347049758,1.4545454545454546,1.0625,0.9439757625793226,9,17,26,0.5,0.1111111111111111,0.0004016487458523262,22,1451,1,1,0.05555555555555555,0.25,0.0,398.0,427.0,22.11111111111111
ACC000022,investment,IN,Delhi,full,2216,0,0.0,0.0,0,0,63.0,5796174.609999999,92002.77158730158,6030.0,1193000.0,247045.03039258422,6.0,14860932.959999999,2476822.1599999997,1646372.835,5421138.39,2246373.3588697496,69.0,20657107.57,0.39002761371533606,-9064758.35,-1.563920584869926,9.0,0.9069575071599985,28.0,6.0,0.182414402646352,0.7647058823529411,0.4857142857142857,4.0,2,5421138.389999986,10,8683714.51999998,37348.41176470588,0.03510987391229027,755.0,0.11594202898550725,0.2608695652173913,0.043478260869565216,0.014492753623188406,0.2028985507246377,29.394583333333333,2.2701413354901505,5864.0,1758.0,0.5,0.8333333333333334,5.0,1.2993831481321398,0.7317073170731707,0.8260869565217391,0.8614747888164733,28,6,34,4.0,0.043478260869565216,0.0013424366265912101,25,1451,1,0,0.0,0.10037878787878787,0.0,175.0,935.0,25.0
ACC000023,household,IN,Delhi,min,3060,0,0.0,0.0,0,1,2.0,7561.36,3780.68,3780.68,6100.0,3280.0137994831666,33.0,171220.08,5188.487272727272,2900.0,23506.26,6228.249483086255,35.0,178781.43999999997,0.04416138480145085,-163658.72,-21.64122311024601,0.058823529411764705,1.2001666360794587,1.0,16.0,0.11961216056695807,0.5294117647058824,0.4722222222222222,0.058823529411764705,2,25274.989999979734,6,28537.69999998808,74816.76470588235,-0.009762847608251649,409.0,0.0,0.2,0.0,0.0,0.0,29.44178240740741,1.1497355684233337,973896.0,91258.0,0.0,0.0,1.6598443611696163,1.3728041896879632,1.3125,1.2727272727272727,1.2137850949172733,1,16,17,0.058823529411764705,0.0625,0.00011696882914921254,16,1451,1,0,0.0,0.19166666666666668,0.0,325.0,4.0,19.11764705882353
ACC000024,household,IN,Bengaluru,full,1416,0,0.0,0.0,0,0,17.0,3723775.0,219045.58823529413,14898.05,1492000.0,397897.3018678147,7.0,6443.57,920.51,860.29,1830.0,741.6441222491194,24.0,3730218.57,577.8158977247513,3717331.43,0.998269345417125,2.125,0.8048139708186773,6.0,7.0,0.8251076821796334,0.7692307692307693,0.52,0.75,2,1492000.0,4,2378101.2400000095,103869.08695652174,-0.11509386530649846,2494.0,0.0,0.25,0.125,0.041666666666666664,0.20833333333333334,27.650335648148147,0.837686521189195,73349.0,4404.0,0.0,0.5714285714285714,0.006773883670207321,2.626623459704646,1.0,1.125,1.2705734019567192,6,7,13,0.75,0.5,0.0001570907045430084,12,1451,1,0,0.0,0.28205128205128205,0.0,207.0,161.0,25.875
ACC000025,small_business,IN,Hyderabad,full,3916,0,0.0,0.0,0,1,29.0,1580911.8199999998,54514.20068965517,4393.03,618000.0,133363.5117972609,5.0,921049.51,184209.902,181000.0,197000.0,7277.158354778322,34.0,2501961.33,1.7164225010852008,659862.3099999998,0.41739323108278664,4.833333333333333,0.039504493359347005,14.0,2.0,0.2039089536518644,0.6875,0.45714285714285713,4.666666666666667,2,618000.0,5,618000.0,78091.45454545454,0.04987087837515157,450.0,0.058823529411764705,0.38235294117647056,0.11764705882352941,0.14705882352941177,0.08823529411764706,29.826597222222222,1.1029436611151535,13877.5,2434.0,0.25,0.75,5.0,0.6421302837481261,0.5652173913043478,0.6428571428571429,1.1536618626540338,14,2,16,4.666666666666667,0.07692307692307693,0.0004614704228656008,13,1451,1,0,0.0,0.03333333333333333,0.0,27.0,262.0,9.0
ACC000026,household,IN,Hyderabad,full,3563,0,0.0,0.0,0,0,9.0,32502.57,3611.3966666666665,2787.7,9807.4,3603.4254557261206,15.0,158853.78,10590.252,6700.0,51443.3,13145.796285162363,24.0,191356.35,0.20460555231639865,-126351.20999999999,-3.8873025332294264,0.5625,1.2411937970281854,9.0,10.0,0.1291104640288789,0.8421052631578947,0.76,0.8181818181818182,2,51883.30000001192,4,82646.8900000155,103675.56521739131,0.04173892447152751,412.0,0.0,0.4583333333333333,0.0,0.0,0.0,27.598819444444445,0.8391954796113864,135664.0,412.0,0.06666666666666667,0.2,5.0,0.4412502079685646,0.8571428571428571,1.0,1.2689356176527522,9,10,19,0.8181818181818182,0.5,0.0001433326801429696,18,1451,1,0,0.0,0.14619883040935672,0.0,231.0,352.0,21.0
ACC000027,merchant,IN,Pune,min,2019,0,0.0,0.0,0,0,107.0,4756088.9,44449.42897196262,5787.66,702000.0,107636.3126714216,137.0,721445.61,5266.026350364963,3723.11,36494.13,5040.0283197999115,244.0,5477534.510000001,6.59243363829792,4034643.2900000005,0.8483109812537396,0.7753623188405797,0.9569020514679365,56.0,54.0,0.05661769304392144,0.625,0.4489795918367347,1.018181818181818,6,705638.4099999964,15,836894.9199999869,10467.971193415638,0.15029526579906718,31.0,0.040983606557377046,0.2786885245901639,0.05737704918032787,0.012295081967213115,0.03278688524590164,29.441168981481482,8.015460909153472,10131.0,71.0,0.20437956204379562,0.9781021897810219,0.3281386410845635,0.7591912820180555,1.1391304347826088,1.2063492063492063,0.3170767225704343,56,54,110,1.018181818181818,0.3333333333333333,0.0015344018525373212,35,1451,1,6,0.10909090909090909,0.13002094041500095,0.0,616.0,803.0,11.2
ACC000028,student,IN,Kolkata,full,1282,0,0.0,0.0,0,0,4.0,2134126.59,533531.6475,89523.295,1954000.0,948314.1564436635,16.0,11648.8,728.05,416.58000000000004,2011.2,586.487185890138,20.0,2145775.3899999997,183.18997665195968,2122477.79,0.9945411886081282,0.23529411764705882,0.8044539961458583,2.0,10.0,0.9881757662791972,0.5833333333333334,0.5714285714285714,0.18181818181818182,2,1954730.0,3,1954730.0,132863.31578947368,0.07993804280921762,325.0,0.2,0.4,0.1,0.0,0.05,29.217627314814816,0.6618653341519831,543844.0,97909.0,0.0,0.0,0.16934225083622242,10.609629428280595,0.8333333333333334,0.8,1.291036096423516,2,10,12,0.18181818181818182,0.1111111111111111,0.00015927439622356404,12,1451,1,0,0.0,0.3484848484848485,0.0,223.0,61.0,20.272727272727273
