event_time,sender_account,event_type,device_id,ip_address,country,amount,transaction_type,merchant_category,payment_channel,spending_deviation_score,velocity_score,geo_anomaly_score,source_is_fraud,label_ato,attack_episode_id,device_new_for_account,ip_new_for_account,country_new_for_account,is_first_event_for_account,failed_logins_trailing_10min,seconds_since_last_event,amount_zscore_vs_history,device_distinct_accounts_24h,ip_distinct_accounts_24h,is_login_event,is_txn_event,hour_of_day,risk_xgb,risk_iforest,ato_risk_score,action
2023-01-01 06:27:42.639028000,ACC121335,normal_login,DEV-329308,180.117.28.143,JP,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,6,0.00011030813,0.5513221262325916,16.5,allow
2023-01-01 06:28:01.639028000,ACC121335,normal_txn,DEV-329308,180.117.28.143,JP,17.98,transfer,restaurant,ACH,1.26,2.0,0.99,False,0,,0,0,0,0,0,19.0,,1,1,0,1,6,9.8498815e-05,0.3003975189382039,9.0,allow
2023-01-01 06:31:31.333424000,ACC942989,normal_login,DEV-1776869,93.176.150.23,AE,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,6,0.00011030813,0.5513221262325916,16.5,allow
2023-01-01 06:31:36.333424000,ACC942989,normal_txn,DEV-1776869,93.176.150.23,AE,475.65,withdrawal,other,UPI,0.3,12.0,0.19,False,0,,0,0,0,0,0,5.0,,1,1,0,1,6,1.57072e-05,0.1545370814333838,4.6,allow
2023-01-01 06:59:04.357678000,ACC692136,failed_login,DEV-1102632,79.69.245.200,JP,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,6,0.00011030813,0.5513221262325916,16.5,allow
2023-01-01 06:59:18.357678000,ACC692136,normal_login,DEV-1102632,79.69.245.200,JP,,,,,,,,False,0,,0,0,0,0,1,14.0,,1,1,1,0,6,0.44167557,0.1113803883694487,34.3,step_up_auth
2023-01-01 06:59:36.357678000,ACC692136,normal_txn,DEV-1102632,79.69.245.200,JP,89.11,payment,online,ACH,-1.08,6.0,0.51,False,0,,0,0,0,0,1,18.0,,1,1,0,1,6,0.0001929203,0.260903545825339,7.8,allow
2023-01-01 07:04:52.234513000,ACC839080,normal_login,DEV-1346879,157.217.36.181,CA,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,7,0.00010449813,0.5412794469678769,16.2,allow
2023-01-01 07:05:08.234513000,ACC839080,normal_txn,DEV-1346879,157.217.36.181,CA,156.64,payment,restaurant,wire_transfer,0.27,6.0,0.37,False,0,,0,0,0,0,0,16.0,,1,1,0,1,7,4.8486245e-06,0.1169534484690698,3.5,allow
2023-01-01 07:52:11.690031000,ACC608011,normal_login,DEV-1470785,21.148.3.90,AE,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,7,0.00010449813,0.5412794469678769,16.2,allow
2023-01-01 07:52:13.860551000,ACC834368,normal_login,DEV-1463771,56.47.74.177,US,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,7,0.00010449813,0.5412794469678769,16.2,allow
2023-01-01 07:52:17.690031000,ACC608011,normal_txn,DEV-1470785,21.148.3.90,AE,465.7,withdrawal,grocery,UPI,-1.0,2.0,0.79,False,0,,0,0,0,0,0,6.0,,1,1,0,1,7,4.103162e-06,0.2295763473722452,6.9,allow
2023-01-01 07:52:22.860551000,ACC834368,normal_txn,DEV-1463771,56.47.74.177,US,121.72,payment,entertainment,card,0.4,13.0,0.82,False,0,,0,0,0,0,0,9.0,,1,1,0,1,7,5.2902764e-05,0.1201720033793995,3.6,allow
2023-01-01 07:59:22.366034000,ACC778600,normal_login,DEV-1233460,13.143.18.93,JP,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,7,0.00010449813,0.5412794469678769,16.2,allow
2023-01-01 07:59:35.366034000,ACC778600,normal_txn,DEV-1233460,13.143.18.93,JP,1480.46,deposit,entertainment,card,0.56,6.0,0.72,False,0,,0,0,0,0,0,13.0,,1,1,0,1,7,2.8447808e-05,0.1225593930302804,3.7,allow
2023-01-01 08:20:35.087534000,ACC980035,normal_login,DEV-901039,70.28.102.76,JP,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,8,8.948559e-05,0.524638069676933,15.7,allow
2023-01-01 08:20:53.087534000,ACC980035,normal_txn,DEV-901039,70.28.102.76,JP,1203.64,deposit,utilities,ACH,0.96,13.0,0.25,False,0,,0,0,0,0,0,18.0,,1,1,0,1,8,3.8567534e-05,0.1567235418661517,4.7,allow
2023-01-01 08:23:43.817529000,ACC958407,normal_login,DEV-585294,56.220.181.123,AE,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,8,8.948559e-05,0.524638069676933,15.7,allow
2023-01-01 08:23:49.817529000,ACC958407,normal_txn,DEV-585294,56.220.181.123,AE,8.33,transfer,utilities,card,1.48,5.0,0.69,False,0,,0,0,0,0,0,6.0,,1,1,0,1,8,1.9396175e-05,0.1763731573084614,5.3,allow
2023-01-01 08:24:32.852612000,ACC638618,normal_login,DEV-1857511,38.224.211.125,AU,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,8,8.948559e-05,0.524638069676933,15.7,allow
2023-01-01 08:24:40.852612000,ACC638618,normal_txn,DEV-1857511,38.224.211.125,AU,432.65,payment,utilities,wire_transfer,0.65,17.0,0.1,True,0,,0,0,0,0,0,8.0,,1,1,0,1,8,3.400558e-05,0.1904195406628318,5.7,allow
2023-01-01 09:00:05.510084000,ACC692952,normal_login,DEV-614565,157.53.66.16,DE,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,9,0.000102592625,0.516952299932593,15.5,allow
2023-01-01 09:00:18.510084000,ACC692952,normal_txn,DEV-614565,157.53.66.16,DE,1457.65,deposit,grocery,card,-0.74,2.0,0.14,False,0,,0,0,0,0,0,13.0,,1,1,0,1,9,3.5174503e-06,0.2039303959147124,6.1,allow
2023-01-01 09:07:54.776383000,ACC699975,normal_login,DEV-1665659,159.68.222.74,CA,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,9,0.000102592625,0.516952299932593,15.5,allow
2023-01-01 09:08:10.776383000,ACC699975,normal_txn,DEV-1665659,159.68.222.74,CA,12.06,transfer,grocery,UPI,0.17,18.0,0.13,False,0,,0,0,0,0,0,16.0,,1,1,0,1,9,1.5849682e-05,0.1766857878916846,5.3,allow
2023-01-01 09:12:08.330154000,ACC502678,normal_login,DEV-740796,140.123.237.183,UK,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,9,0.000102592625,0.516952299932593,15.5,allow
2023-01-01 09:12:27.330154000,ACC502678,normal_txn,DEV-740796,140.123.237.183,UK,38.67,payment,other,card,1.03,19.0,0.4,False,0,,0,0,0,0,0,19.0,,1,1,0,1,9,5.6738412e-05,0.2049484195746202,6.2,allow
2023-01-01 09:17:44.509281000,ACC268989,normal_login,DEV-020042,26.82.156.2,AU,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,9,0.000102592625,0.516952299932593,15.5,allow
2023-01-01 09:17:53.509281000,ACC268989,normal_txn,DEV-020042,26.82.156.2,AU,136.57,payment,online,UPI,-0.67,7.0,0.98,False,0,,0,0,0,0,0,9.0,,1,1,0,1,9,2.2910788e-06,0.1827677236309168,5.5,allow
2023-01-01 09:38:41.794776000,ACC677969,normal_login,DEV-1558638,138.56.205.22,CA,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,9,0.000102592625,0.516952299932593,15.5,allow
2023-01-01 09:38:54.794776000,ACC677969,normal_txn,DEV-1558638,138.56.205.22,CA,2017.47,deposit,travel,UPI,1.0,18.0,0.0,False,0,,0,0,0,0,0,13.0,,1,1,0,1,9,3.8845665e-05,0.2384723346296054,7.2,allow
2023-01-01 09:46:07.364887000,ACC244870,normal_login,DEV-715897,89.134.71.118,US,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,9,0.000102592625,0.516952299932593,15.5,allow
2023-01-01 09:46:21.364887000,ACC244870,normal_txn,DEV-715897,89.134.71.118,US,277.64,payment,grocery,UPI,2.33,10.0,0.66,False,0,,0,0,0,0,0,14.0,,1,1,0,1,9,0.0005199215,0.1948565044320229,5.9,allow
2023-01-01 10:08:13.509721000,ACC661806,normal_login,DEV-1995804,162.197.124.246,AU,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,10,0.00010471669,0.5069153652375015,15.2,allow
2023-01-01 10:08:32.509721000,ACC661806,normal_txn,DEV-1995804,162.197.124.246,AU,538.93,withdrawal,travel,wire_transfer,-1.66,2.0,0.3,False,0,,0,0,0,0,0,19.0,,1,1,0,1,10,9.15619e-06,0.2568527292616367,7.7,allow
2023-01-01 10:10:37.628687000,ACC235713,normal_login,DEV-334773,50.46.176.59,CA,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,10,0.00010471669,0.5069153652375015,15.2,allow
2023-01-01 10:10:56.628687000,ACC235713,normal_txn,DEV-334773,50.46.176.59,CA,24.98,transfer,restaurant,card,-0.91,19.0,0.33,False,0,,0,0,0,0,0,19.0,,1,1,0,1,10,1.8267689e-05,0.2099391337795823,6.3,allow
2023-01-01 10:12:37.098463000,ACC585152,normal_login,DEV-1231679,149.244.224.138,UK,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,10,0.00010471669,0.5069153652375015,15.2,allow
2023-01-01 10:12:47.098463000,ACC585152,normal_txn,DEV-1231679,149.244.224.138,UK,1558.92,deposit,online,ACH,-0.95,10.0,0.42,False,0,,0,0,0,0,0,10.0,,1,1,0,1,10,8.439886e-06,0.0989012181917019,3.0,allow
2023-01-01 10:19:24.929693000,ACC735888,normal_login,DEV-813060,194.207.30.123,SG,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,10,0.00010471669,0.5069153652375015,15.2,allow
2023-01-01 10:19:35.929693000,ACC735888,normal_txn,DEV-813060,194.207.30.123,SG,198.75,payment,retail,wire_transfer,-1.7,20.0,0.07,False,0,,0,0,0,0,0,11.0,,1,1,0,1,10,1.1300809e-05,0.3040759388015189,9.1,allow
2023-01-01 10:30:49.134982000,ACC280617,normal_login,DEV-418704,16.73.17.122,DE,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,10,0.00010471669,0.5069153652375015,15.2,allow
2023-01-01 10:30:55.134982000,ACC280617,normal_txn,DEV-418704,16.73.17.122,DE,1189.86,deposit,online,card,0.08,15.0,0.27,False,0,,0,0,0,0,0,6.0,,1,1,0,1,10,9.477371e-06,0.1266691800113268,3.8,allow
2023-01-01 10:33:14.756801000,ACC655893,normal_login,DEV-307081,38.81.156.197,SG,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,10,0.00010471669,0.5069153652375015,15.2,allow
2023-01-01 10:33:24.756801000,ACC655893,normal_txn,DEV-307081,38.81.156.197,SG,43.88,payment,travel,UPI,-0.61,9.0,0.47,False,0,,0,0,0,0,0,10.0,,1,1,0,1,10,8.439886e-06,0.0837079536287138,2.5,allow
2023-01-01 10:44:04.598085000,ACC969158,normal_login,DEV-657287,82.59.220.192,AE,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,10,0.00010471669,0.5069153652375015,15.2,allow
2023-01-01 10:44:16.598085000,ACC969158,normal_txn,DEV-657287,82.59.220.192,AE,651.2,deposit,online,ACH,-0.61,7.0,0.15,False,0,,0,0,0,0,0,12.0,,1,1,0,1,10,6.0793554e-06,0.1315554324583103,3.9,allow
2023-01-01 10:47:22.735389000,ACC313518,normal_login,DEV-1051182,27.81.165.61,SG,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,10,0.00010471669,0.5069153652375015,15.2,allow
2023-01-01 10:47:29.735389000,ACC313518,normal_txn,DEV-1051182,27.81.165.61,SG,10.04,payment,retail,ACH,0.56,14.0,0.26,False,0,,0,0,0,0,0,7.0,,1,1,0,1,10,7.558945e-06,0.1265983435832447,3.8,allow
2023-01-01 10:53:23.384205000,ACC947754,normal_login,DEV-029762,104.87.32.9,SG,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,10,0.00010471669,0.5069153652375015,15.2,allow
2023-01-01 10:53:40.384205000,ACC947754,normal_txn,DEV-029762,104.87.32.9,SG,136.13,payment,grocery,ACH,-0.57,17.0,0.96,False,0,,0,0,0,0,0,17.0,,1,1,0,1,10,3.2156007e-05,0.1959318898469791,5.9,allow
2023-01-01 11:07:22.451828000,ACC400865,normal_login,DEV-1472766,193.189.242.250,DE,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,11,9.630626e-05,0.4998222655702614,15.0,allow
2023-01-01 11:07:39.451828000,ACC400865,normal_txn,DEV-1472766,193.189.242.250,DE,1049.31,deposit,restaurant,UPI,1.79,6.0,0.66,False,0,,0,0,0,0,0,17.0,,1,1,0,1,11,4.250544e-05,0.1791629862701734,5.4,allow
2023-01-01 11:09:01.554321000,ACC352574,normal_login,DEV-1521776,63.191.118.245,JP,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,11,9.630626e-05,0.4998222655702614,15.0,allow
2023-01-01 11:09:20.554321000,ACC352574,normal_txn,DEV-1521776,63.191.118.245,JP,12.99,transfer,retail,wire_transfer,-0.72,19.0,0.29,False,0,,0,0,0,0,0,19.0,,1,1,0,1,11,1.6568545e-05,0.2126539030309768,6.4,allow
2023-01-01 11:12:34.862607000,ACC891227,normal_login,DEV-992717,75.138.153.59,SG,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,11,9.630626e-05,0.4998222655702614,15.0,allow
2023-01-01 11:12:51.862607000,ACC891227,normal_txn,DEV-992717,75.138.153.59,SG,245.75,payment,restaurant,wire_transfer,-0.16,7.0,0.82,False,0,,0,0,0,0,0,17.0,,1,1,0,1,11,7.4330737e-06,0.1207341645625385,3.6,allow
2023-01-01 11:13:13.773017000,ACC751455,normal_login,DEV-932133,209.251.183.41,SG,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,11,9.630626e-05,0.4998222655702614,15.0,allow
2023-01-01 11:13:27.773017000,ACC751455,normal_txn,DEV-932133,209.251.183.41,SG,9.57,transfer,travel,wire_transfer,0.69,12.0,0.18,False,0,,0,0,0,0,0,14.0,,1,1,0,1,11,2.469411e-05,0.1184303999662963,3.6,allow
2023-01-01 11:26:51.341564000,ACC440205,normal_login,DEV-660411,168.66.100.245,AE,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,11,9.630626e-05,0.4998222655702614,15.0,allow
2023-01-01 11:26:59.341564000,ACC440205,normal_txn,DEV-660411,168.66.100.245,AE,466.15,withdrawal,grocery,card,-0.42,20.0,0.39,False,0,,0,0,0,0,0,8.0,,1,1,0,1,11,1.2585757e-05,0.1829515615822772,5.5,allow
2023-01-01 11:28:50.978311000,ACC149992,normal_login,DEV-235759,194.229.33.178,JP,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,11,9.630626e-05,0.4998222655702614,15.0,allow
2023-01-01 11:28:58.978311000,ACC149992,normal_txn,DEV-235759,194.229.33.178,JP,156.58,withdrawal,grocery,UPI,-0.2,8.0,0.64,False,0,,0,0,0,0,0,8.0,,1,1,0,1,11,1.3262163e-05,0.0955678622977493,2.9,allow
2023-01-01 11:38:20.487356000,ACC686394,normal_login,DEV-121544,95.193.53.24,AU,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,11,9.630626e-05,0.4998222655702614,15.0,allow
2023-01-01 11:38:36.487356000,ACC686394,normal_txn,DEV-121544,95.193.53.24,AU,27.38,transfer,retail,card,0.2,18.0,0.05,True,0,,0,0,0,0,0,16.0,,1,1,0,1,11,1.9722744e-05,0.2029844602293233,6.1,allow
2023-01-01 11:40:48.023342000,ACC389936,normal_login,DEV-1212363,117.25.215.93,JP,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,11,9.630626e-05,0.4998222655702614,15.0,allow
2023-01-01 11:40:55.023342000,ACC389936,normal_txn,DEV-1212363,117.25.215.93,JP,1413.22,deposit,online,card,0.05,11.0,0.1,False,0,,0,0,0,0,0,7.0,,1,1,0,1,11,5.0407225e-06,0.1351077261870138,4.1,allow
2023-01-01 11:45:22.891581000,ACC151753,normal_login,DEV-823860,125.42.6.83,US,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,11,9.630626e-05,0.4998222655702614,15.0,allow
2023-01-01 11:45:37.891581000,ACC151753,normal_txn,DEV-823860,125.42.6.83,US,1348.28,deposit,entertainment,UPI,-3.28,17.0,0.87,False,0,,0,0,0,0,0,15.0,,1,1,0,1,11,7.496373e-05,0.2798623358092048,8.4,allow
2023-01-01 11:51:03.298744000,ACC117350,normal_login,DEV-821719,112.185.29.40,SG,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,11,9.630626e-05,0.4998222655702614,15.0,allow
2023-01-01 11:51:21.298744000,ACC117350,normal_txn,DEV-821719,112.185.29.40,SG,387.91,withdrawal,grocery,wire_transfer,1.51,4.0,0.18,False,0,,0,0,0,0,0,18.0,,1,1,0,1,11,1.2146173e-05,0.2223271665117949,6.7,allow
2023-01-01 12:01:19.189933000,ACC550975,normal_login,DEV-246559,213.159.243.195,JP,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,12,6.551922e-05,0.5039603461862595,15.1,allow
2023-01-01 12:01:28.189933000,ACC550975,normal_txn,DEV-246559,213.159.243.195,JP,28.64,transfer,grocery,ACH,0.86,1.0,0.38,False,0,,0,0,0,0,0,9.0,,1,1,0,1,12,2.2394559e-06,0.1799788382527631,5.4,allow
2023-01-01 12:07:45.052494000,ACC356029,normal_login,DEV-1065462,52.122.161.109,UK,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,12,6.551922e-05,0.5039603461862595,15.1,allow
2023-01-01 12:08:02.052494000,ACC356029,normal_txn,DEV-1065462,52.122.161.109,UK,39.95,payment,other,card,0.9,16.0,0.49,False,0,,0,0,0,0,0,17.0,,1,1,0,1,12,3.130378e-05,0.1233933133384705,3.7,allow
2023-01-01 12:18:20.624739000,ACC125893,normal_login,DEV-1766173,199.253.41.112,US,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,12,6.551922e-05,0.5039603461862595,15.1,allow
2023-01-01 12:18:39.624739000,ACC125893,normal_txn,DEV-1766173,199.253.41.112,US,534.25,deposit,grocery,wire_transfer,-1.37,19.0,0.02,False,0,,0,0,0,0,0,19.0,,1,1,0,1,12,1.7720542e-05,0.3072765558163228,9.2,allow
2023-01-01 12:23:46.558223000,ACC487870,normal_login,DEV-1954082,59.98.142.57,JP,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,12,6.551922e-05,0.5039603461862595,15.1,allow
2023-01-01 12:24:01.558223000,ACC487870,normal_txn,DEV-1954082,59.98.142.57,JP,1887.32,deposit,online,wire_transfer,-1.07,4.0,0.08,False,0,,0,0,0,0,0,15.0,,1,1,0,1,12,7.747495e-06,0.2047694212341904,6.1,allow
2023-01-01 12:24:22.548035000,ACC742530,normal_login,DEV-471607,76.212.188.140,AU,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,12,6.551922e-05,0.5039603461862595,15.1,allow
2023-01-01 12:24:29.548035000,ACC742530,normal_txn,DEV-471607,76.212.188.140,AU,1435.04,deposit,retail,ACH,-0.45,20.0,0.19,False,0,,0,0,0,0,0,7.0,,1,1,0,1,12,3.09996e-06,0.2155585935655508,6.5,allow
2023-01-01 12:29:07.848160000,ACC318492,normal_login,DEV-272393,30.10.136.164,UK,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,12,6.551922e-05,0.5039603461862595,15.1,allow
2023-01-01 12:29:20.848160000,ACC318492,normal_txn,DEV-272393,30.10.136.164,UK,411.39,withdrawal,restaurant,UPI,-2.63,17.0,0.44,False,0,,0,0,0,0,0,13.0,,1,1,0,1,12,9.991476e-06,0.2383631265850408,7.2,allow
2023-01-01 12:35:46.722878000,ACC530297,normal_login,DEV-1265076,51.246.26.87,AU,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,12,6.551922e-05,0.5039603461862595,15.1,allow
2023-01-01 12:36:02.722878000,ACC530297,normal_txn,DEV-1265076,51.246.26.87,AU,18.32,transfer,restaurant,wire_transfer,-0.57,8.0,0.18,False,0,,0,0,0,0,0,16.0,,1,1,0,1,12,5.018433e-06,0.1267090500254569,3.8,allow
2023-01-01 12:40:25.947988000,ACC274051,normal_login,DEV-1155924,105.235.44.141,US,,,,,,,,False,0,,1,1,1,1,0,-1.0,,1,1,1,0,12,6.551922e-05,0.5039603461862595,15.1,allow
2023-01-01 12:40:34.947988000,ACC274051,normal_txn,DEV-1155924,105.235.44.141,US,96.39,withdrawal,travel,ACH,2.44,2.0,0.62,False,0,,0,0,0,0,0,9.0,,1,1,0,1,12,2.4109117e-05,0.2688486196618851,8.1,allow
