episode_id,role,account_id,pattern,family,is_laundering
B000006,counterparty,ACC000531,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000803,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000696,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001173,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000003,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000401,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000584,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000218,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001126,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001222,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000653,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000559,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000537,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000728,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000521,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000534,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000800,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000570,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000361,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000279,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000676,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000254,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000217,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001251,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001335,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000960,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000412,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000275,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000019,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001248,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000049,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000661,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001462,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000585,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000203,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000868,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000427,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000456,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000981,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000993,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000768,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000104,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001303,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000672,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000371,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001052,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000937,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000925,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001396,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000316,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001244,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000909,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000914,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001480,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000624,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000588,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000837,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001230,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001200,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000208,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000404,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000447,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000678,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001445,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000125,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000920,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000934,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000954,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000623,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000843,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000052,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001172,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001004,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001256,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001337,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001025,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000854,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000581,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001131,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000092,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001449,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000641,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000996,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC001304,marketplace_fanin,benign_lookalike,0
B000006,counterparty,ACC000867,marketplace_fanin,benign_lookalike,0
B000006,collector,ACC001098,marketplace_fanin,benign_lookalike,0
L000007,mule,ACC001375,fan_in,laundering,1
L000007,mule,ACC000450,fan_in,laundering,1
L000007,mule,ACC000351,fan_in,laundering,1
L000007,mule,ACC001463,fan_in,laundering,1
L000007,mule,ACC001245,fan_in,laundering,1
L000007,mule,ACC000947,fan_in,laundering,1
L000007,mule,ACC000354,fan_in,laundering,1
L000007,mule,ACC000800,fan_in,laundering,1
L000007,mule,ACC000095,fan_in,laundering,1
L000007,mule,ACC001067,fan_in,laundering,1
L000007,mule,ACC000706,fan_in,laundering,1
L000007,mule,ACC000160,fan_in,laundering,1
L000007,mule,ACC000838,fan_in,laundering,1
L000007,mule,ACC000759,fan_in,laundering,1
L000007,mule,ACC000934,fan_in,laundering,1
L000007,mule,ACC000359,fan_in,laundering,1
L000007,mule,ACC000831,fan_in,laundering,1
L000007,mule,ACC000446,fan_in,laundering,1
L000007,mule,ACC000376,fan_in,laundering,1
L000007,mule,ACC000488,fan_in,laundering,1
L000007,mule,ACC000358,fan_in,laundering,1
L000007,mule,ACC001329,fan_in,laundering,1
L000007,mule,ACC000702,fan_in,laundering,1
L000007,mule,ACC000887,fan_in,laundering,1
L000007,mule,ACC000663,fan_in,laundering,1
L000007,mule,ACC000191,fan_in,laundering,1
L000007,mule,ACC000953,fan_in,laundering,1
L000007,mule,ACC000390,fan_in,laundering,1
L000007,mule,ACC001002,fan_in,laundering,1
L000007,mule,ACC001412,fan_in,laundering,1
L000007,mule,ACC000751,fan_in,laundering,1
L000007,mule,ACC000073,fan_in,laundering,1
L000007,mule,ACC000371,fan_in,laundering,1
L000007,mule,ACC001370,fan_in,laundering,1
L000007,mule,ACC000331,fan_in,laundering,1
L000007,collector,ACC000322,fan_in,laundering,1
B000008,source,ACC000317,installment_split,benign_lookalike,0
B000008,beneficiary,ACC001328,installment_split,benign_lookalike,0
B000009,counterparty,ACC001374,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000845,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000034,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001211,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001367,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000107,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000785,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000093,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000770,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000009,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000931,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001000,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001133,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000677,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000639,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000099,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000449,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000204,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001468,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001145,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001316,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001043,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000874,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000982,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001492,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000410,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001283,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000544,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000559,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001172,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001345,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000530,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000976,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001225,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001279,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001479,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000123,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000261,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000360,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000413,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000613,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001085,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000347,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000586,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001270,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001361,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000777,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000515,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000569,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000822,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001478,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000000,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001442,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001281,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001248,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000186,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001437,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000052,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000628,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000074,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001416,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001438,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000573,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001180,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC000177,marketplace_fanin,benign_lookalike,0
B000009,counterparty,ACC001429,marketplace_fanin,benign_lookalike,0
B000009,collector,ACC000712,marketplace_fanin,benign_lookalike,0
B000010,counterparty,ACC000846,supplier_passthrough,benign_lookalike,0
B000010,counterparty,ACC000166,supplier_passthrough,benign_lookalike,0
B000010,counterparty,ACC000531,supplier_passthrough,benign_lookalike,0
B000010,counterparty,ACC000496,supplier_passthrough,benign_lookalike,0
B000010,transit,ACC001262,supplier_passthrough,benign_lookalike,0
B000010,beneficiary,ACC001356,supplier_passthrough,benign_lookalike,0
B000011,counterparty,ACC000645,supplier_passthrough,benign_lookalike,0
B000011,counterparty,ACC000365,supplier_passthrough,benign_lookalike,0
B000011,transit,ACC001357,supplier_passthrough,benign_lookalike,0
B000011,beneficiary,ACC000344,supplier_passthrough,benign_lookalike,0
B000012,counterparty,ACC000565,supplier_passthrough,benign_lookalike,0
B000012,counterparty,ACC001174,supplier_passthrough,benign_lookalike,0
B000012,counterparty,ACC000337,supplier_passthrough,benign_lookalike,0
B000012,transit,ACC001477,supplier_passthrough,benign_lookalike,0
B000012,beneficiary,ACC001127,supplier_passthrough,benign_lookalike,0
B000012,beneficiary,ACC001418,supplier_passthrough,benign_lookalike,0
L000013,source,ACC000075,layering_chain,laundering,1
L000013,intermediary,ACC000071,layering_chain,laundering,1
L000013,intermediary,ACC001295,layering_chain,laundering,1
L000013,intermediary,ACC000743,layering_chain,laundering,1
L000013,intermediary,ACC000677,layering_chain,laundering,1
L000013,intermediary,ACC000498,layering_chain,laundering,1
L000013,destination,ACC000356,layering_chain,laundering,1
B000014,counterparty,ACC000984,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000142,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000071,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000034,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001060,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000536,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001065,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000538,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000569,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000757,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000461,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000077,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000377,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001145,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000770,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000242,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001489,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000585,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000528,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000337,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000534,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000655,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000944,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001189,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000233,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000079,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000657,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001227,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000918,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000641,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001280,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000785,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000540,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001051,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001224,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000109,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001255,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000629,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000259,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000147,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001446,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001267,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001302,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000419,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001260,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000401,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000776,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000229,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001465,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000300,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001283,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001013,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000295,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001460,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000417,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000072,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000186,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000833,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000425,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000910,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000176,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000593,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001156,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000616,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000875,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000914,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000703,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000122,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000683,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000260,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001496,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000581,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001371,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000221,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000285,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC001037,marketplace_fanin,benign_lookalike,0
B000014,counterparty,ACC000358,marketplace_fanin,benign_lookalike,0
